741,23,5,0,1
742,26,5,-1,5
743,27,5,7,5
744,27,5,12,5
745,27,5,2,5
746,24,5,-2,5
747,27,5,-3,5
748,27,5,8,5
749,27,5,13,5
750,24,5,17,5
751,27,5,18,5
752,24,5,22,5
753,27,5,3,5
754,24,5,-1,5
755,4,1,-4,5
756,17,5,-8,5
757,21,5,-1,1
758,28,5,2,5
759,5,1,-2,5
760,22,5,-6,5
761,26,5,-3,5
762,29,5,1,5
763,24,5,-7,5
764,16,5,-7,5
765,11,5,-7,5
766,7,5,-4,5
767,3,5,-1,5
768,-1,5,2,5
769,23,5,-7,5
770,19,5,-2,1
771,27,5,-4,5
772,2,5,-2,5
773,6,5,-1,1
774,2,1,-8,5
775,9,5,-9,5
776,1,1,-6,5
777,1,5,-3,5
778,-2,5,1,5
779,14,5,-11,5
780,6,5,-7,5
781,9,5,-11,5
782,2,5,-4,5
783,1,1,-8,5
784,4,5,-7,5
785,8,5,-2,1
786,12,5,-13,5
787,21,5,-6,5
788,21,5,-7,5
789,21,5,-11,5
790,21,5,21,5
791,21,5,26,5
792,5,1,-4,5
793,22,5,-8,5
794,29,5,-1,5
795,26,5,-1,1
796,5,1,18,5
797,22,5,22,5
798,18,5,5,1
799,26,5,19,5
800,23,5,23,5
801,19,5,26,5
802,5,1,-3,5
803,22,5,-7,5
804,18,5,-2,1
805,26,5,-4,5
806,23,5,-8,5
807,19,5,-11,5
808,5,1,-8,5
809,5,1,23,5
810,17,5,-2,1
811,12,5,-2,1
812,13,5,-13,5
813,18,5,-13,5
814,22,5,-2,1
815,26,5,-7,5
816,28,5,3,1
817,28,5,2,1
818,28,5,1,1
819,28,5,0,1
820,31,5,11,5
821,31,5,6,5
822,31,5,9,5
823,31,5,4,5
824,31,5,16,5
825,31,5,-1,5
826,3,1,-14,5
827,3,1,29,5
828,1,5,-1,1
829,4,5,-9,5
830,7,5,-13,5
831,6,1,7,5
832,6,1,12,5
833,6,1,17,5
834,27,5,21,5
835,24,5,5,1
836,28,5,22,5
837,6,1,3,5
838,6,1,8,5
839,6,1,13,5
840,27,5,17,5
841,23,5,4,1
842,24,5,21,5
843,4,1,24,5
844,28,5,18,5
845,31,5,14,5
846,5,1,22,5
847,21,5,5,1
848,17,5,28,5
849,12,5,28,5
850,29,5,19,5
851,28,5,4,1
852,5,1,24,5
853,22,5,28,5
854,29,5,21,5
855,26,5,5,1
856,6,1,22,5
857,6,1,-2,5
858,27,5,-6,5
